Country;Growth rate per annum 2016.1;Growth rate per annum 2005-15;Share 2016.2;Year;Coal Consumption (Mtoe)
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;1970;0.021
Indonesia;0.222283462094;0.0769875959617;0.016800256446;1970;0.087
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1970;60.38738
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;1970;1.411
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;1970;598.339367937
Canada;-0.0519033188208;-0.0416143063154;0.0050045363605;1971;16.09
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;1971;0.807175723684
Chile;0.122766024151;0.102452435823;0.00220625312068;1971;1.239
Colombia;-0.139721787745;0.147885505613;0.00122847594321;1971;1.744307
Czech Republic;0.0165334328673;-0.0197850728486;0.00452848523855;1971;38.653
Germany;-0.0432336300245;-0.00352138073054;0.0201726295054;1971;142.681
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;1971;8.945
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;1971;2.052
Qatar;0.0;0;0.0;1971;0.0
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1971;0.358613
China;-0.0163160516748;0.0374734655832;0.505774915218;1971;191.305
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1971;54.82941
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1971;0.731
Thailand;0.0067467987884;0.0425209701636;0.00475338706747;1971;0.11425
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;1971;839.205097311
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;1972;0.720065350877
Ecuador;0.0;0;0.0;1972;0.0
Peru;0.0;-0.0127700470694;0.00021772585751;1972;0.131914588707
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1972;0.0666539913182
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;1972;1.4686
USSR;;;;1979;348.128591099
Thailand;0.0067467987884;0.0425209701636;0.00475338706747;2015;17.5726053984
Ecuador;0.0;0;0.0;2016;0.0
Trinidad & Tobago;0.0;0;0.0;2016;0.0
USSR;;;;2008;0.0
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;2008;0.696323
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;2008;6.69387581606
Malaysia;0.175684346605;0.0937524852433;0.00533192697912;2008;9.782
Philippines;0.159749946241;0.0972792308786;0.00361778982915;2008;6.35
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;2008;66.06
Ecuador;0.0;0;0.0;2009;0.0
Peru;0.0;-0.0127700470694;0.00021772585751;2009;0.829225183911
Trinidad & Tobago;0.0;0;0.0;2009;0.0
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;2009;6.4005
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;2009;2.856117
Kuwait;0.0;0;0.0;2009;0.0
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;2012;8.19241425432
Norway;-0.00086963598565;0.0126859125;0.000219928144361;2012;0.819241425432
Qatar;0.0;0;0.0;2012;0.0
Other Middle East;-0.000120618275404;0.132428254935;0.000127602324937;2012;0.558628802501
Japan;-0.002306025827;0.0050145403181;0.0321379899979;2012;115.815488057
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;2012;1047.30422931
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;2012;2769.98401152
Mexico;-0.229082575174;0.010178880839;0.00262972107157;2013;12.745194325
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;2013;3.27909308478
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;2013;3.23601129359
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;2013;13.5469
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;2013;8.19241425432
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;2013;53.3811025127
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;2013;5.755
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;2013;7.3745368338
South Africa;0.0182933628412;0.00412582185975;0.0228048674762;2013;88.6128804292
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;2013;2828.53641164
Canada;-0.0519033188208;-0.0416143063154;0.0050045363605;2014;19.731311178
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;2014;17.5207540563
Chile;0.122766024151;0.102452435823;0.00220625312068;2014;7.6146
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;2014;6.6871
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;2014;2.679111
USSR;;;;2014;0.0
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;2014;11.8810538238
China;-0.0163160516748;0.0374734655832;0.505774915218;2014;1954.48435673
Singapore;-0.065387810146;0.473898039981;0.000102054436866;2014;0.3885
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;2001;2.74191857025
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;2001;19.1867582137
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;2001;0.0078904
Algeria;0.0;-0.132124147807;3.86909377994e-05;2001;0.56
Philippines;0.159749946241;0.0972792308786;0.00361778982915;2001;4.0972146
CIS;-0.00905838030843;-0.00154917800911;0.0422996133566;2001;167.214459699
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;2002;12.3826648
Ecuador;0.0;0;0.0;2002;0.0
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;2002;0.01825
France;-0.010844501586;-0.0460232119106;0.0022281666752;2002;12.778151
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;2002;13.7225
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;2002;8.31183720264
Turkey;0.103344489277;0.0460004512544;0.0102988220751;2002;19.273
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;2002;35.7101
Iran;0.0425008436721;0.00500493953075;0.000458321737824;2002;1.210796
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;2002;7.632028
Bangladesh;0.16973782862;0.0372093529425;0.000217760622036;2002;0.36536
Japan;-0.002306025827;0.0050145403181;0.0321379899979;2002;103.8614
Malaysia;0.175684346605;0.0937524852433;0.00533192697912;2002;3.642
Philippines;0.159749946241;0.0972792308786;0.00361778982915;2002;3.5704232
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;2002;1133.8229441
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;2003;0.680694915254
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;2003;8.21947549441
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;2003;8.59845227859
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;2003;0.0157808
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;2003;6.7596971434
Canada;-0.0519033188208;-0.0416143063154;0.0050045363605;2004;29.9969188879
Peru;0.0;-0.0127700470694;0.00021772585751;2004;0.90794879144
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;2004;1.97577252054
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;2004;16.5847
Norway;-0.00086963598565;0.0126859125;0.000219928144361;2004;0.845712
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;2004;54.4892280501
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;2004;2.9522
Turkey;0.103344489277;0.0460004512544;0.0102988220751;2004;22.086
Iran;0.0425008436721;0.00500493953075;0.000458321737824;2004;1.373278
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;2004;7.985691
Qatar;0.0;0;0.0;2004;0.0
Algeria;0.0;-0.132124147807;3.86909377994e-05;2004;0.723
South Africa;0.0182933628412;0.00412582185975;0.0228048674762;2004;86.767570622
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;2004;52.0319612988
China;-0.0163160516748;0.0374734655832;0.505774915218;2004;1131.15044746
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;2004;2.06853955326
Taiwan;0.0166169161165;0.00692657047209;0.0103342616931;2004;34.698004
European Union #;-0.0894687011092;-0.0190480330175;0.0638895332813;2004;325.834750012
US;-0.0877264090609;-0.0375393468003;0.0960426032543;2005;574.463220399
Canada;-0.0519033188208;-0.0416143063154;0.0050045363605;2005;30.0511607911
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;2005;12.9909374513
Ecuador;0.0;0;0.0;2005;0.0
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;2005;4.00094050455
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;2005;6.895
France;-0.010844501586;-0.0460232119106;0.0022281666752;2005;13.429452
Norway;-0.00086963598565;0.0126859125;0.000219928144361;2005;0.7222112
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;2005;2.6289
Turkey;0.103344489277;0.0460004512544;0.0102988220751;2005;22.157
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;2005;0.0279725952
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;2005;51.7418361768
Singapore;-0.065387810146;0.473898039981;0.000102054436866;2005;0.0084
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;2005;54.77008
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;2006;2.26991937307
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;1969;67.577
Switzerland;0.0;-0.0109550435376;3.47185668943e-05;1969;0.760485334862
Turkey;0.103344489277;0.0460004512544;0.0102988220751;1969;4.18
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;1969;101.81
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;1969;0.0
Kuwait;0.0;0;0.0;1969;0.0
Qatar;0.0;0;0.0;1969;0.0
Algeria;0.0;-0.132124147807;3.86909377994e-05;1969;0.07
South Africa;0.0182933628412;0.00412582185975;0.0228048674762;1969;26.477
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;1969;0.036
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;1969;5.274
Thailand;0.0067467987884;0.0425209701636;0.00475338706747;1969;0.136
European Union #;-0.0894687011092;-0.0190480330175;0.0638895332813;1969;486.75642247
CIS;-0.00905838030843;-0.00154917800911;0.0422996133566;1969;0.0
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;1970;0.979746578947
Ecuador;0.0;0;0.0;1970;0.0
Peru;0.0;-0.0127700470694;0.00021772585751;1970;0.0869399063724
Trinidad & Tobago;0.0;0;0.0;1970;0.0
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;1970;0.024
Czech Republic;0.0165334328673;-0.0197850728486;0.00452848523855;1970;37.1
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;1970;9.87
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1970;7.161705347
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;1970;9.814
Turkey;0.103344489277;0.0460004512544;0.0102988220751;1970;4.63
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;1970;11.0434632427
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;1970;0.0
Qatar;0.0;0;0.0;1970;0.0
China;-0.0163160516748;0.0374734655832;0.505774915218;1970;165.92
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1970;0.003
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;1970;1.304784211
Mexico;-0.229082575174;0.010178880839;0.00262972107157;1971;1.35069743002
Peru;0.0;-0.0127700470694;0.00021772585751;1971;0.121930830228
Trinidad & Tobago;0.0;0;0.0;1971;0.0
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1971;0.0610461921225
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;1971;7.917
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;1971;3.726
Norway;-0.00086963598565;0.0126859125;0.000219928144361;1971;0.803786
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;1971;6.898
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;1971;1.715336
Iran;0.0425008436721;0.00500493953075;0.000458321737824;1971;0.241652
Other Middle East;-0.000120618275404;0.132428254935;0.000127602324937;1971;0.007578
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1971;0.00397
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;1971;1.433
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;1972;2.582623537
Trinidad & Tobago;0.0;0;0.0;1972;0.0
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;1972;0.150321
Belgium;-0.066869925922;-0.0473792954884;0.000798066786956;1972;12.86186087
France;-0.010844501586;-0.0460232119106;0.0022281666752;1972;28.2555965138
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;1972;1.91
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;1972;11.4675746237
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;1972;3.94987343977
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;1972;1.078
US;-0.0877264090609;-0.0375393468003;0.0960426032543;1973;326.87604953
Peru;0.0;-0.0127700470694;0.00021772585751;1973;0.1508789529
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;1973;8.223
Germany;-0.0432336300245;-0.00352138073054;0.0201726295054;1973;139.736
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;1973;75.456
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1973;8.916
Other Middle East;-0.000120618275404;0.132428254935;0.000127602324937;1973;0.013649
Algeria;0.0;-0.132124147807;3.86909377994e-05;1973;0.023
China Hong Kong SAR;-0.00280691710327;-0.00248318295241;0.0017946921289;1973;0.007
Malaysia;0.175684346605;0.0937524852433;0.00533192697912;1973;0.099
Philippines;0.159749946241;0.0972792308786;0.00361778982915;1973;0.018664
Mexico;-0.229082575174;0.010178880839;0.00262972107157;1974;1.76805674979
Trinidad & Tobago;0.0;0;0.0;1974;0.0
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;1974;0.204018
Belgium;-0.066869925922;-0.0473792954884;0.000798066786956;1974;11.54492176
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;1974;9.804
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1974;9.377
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;1974;9.582
USSR;;;;1974;332.501059759
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;1974;0.0
United Arab Emirates;0.0;0.241399267969;0.000339632824762;1974;0.0
Bangladesh;0.16973782862;0.0372093529425;0.000217760622036;1974;0.107959
India;0.0359940327055;0.0649945458839;0.110383033752;1974;44.78556338
Philippines;0.159749946241;0.0972792308786;0.00361778982915;1974;0.0261296
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1974;0.005317
Taiwan;0.0166169161165;0.00692657047209;0.0103342616931;1974;2.099
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;1974;676.091874456
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;1975;1.05201800439
Chile;0.122766024151;0.102452435823;0.00220625312068;1975;0.842
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1975;0.0607946301496
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;1975;8.474
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;1975;7.94
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;1975;2.41234355594
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;1975;83.701
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;1975;10.619
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;1975;71.505
Iran;0.0425008436721;0.00500493953075;0.000458321737824;1975;1.288003
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;1975;0.0
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;1975;3.79035902867
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1975;0.517
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;1975;8.035
CIS;-0.00905838030843;-0.00154917800911;0.0422996133566;1975;0.0
Ecuador;0.0;0;0.0;1976;0.0
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1976;0.0513573896135
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;1976;3.87446259673
Germany;-0.0432336300245;-0.00352138073054;0.0201726295054;1976;134.208
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;1976;8.045
Italy;-0.118781259954;-0.0287087514672;0.00291253323667;1976;9.747
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1965;0.403
Indonesia;0.222283462094;0.0769875959617;0.016800256446;1965;0.129
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;1965;1.645
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1965;0.004
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;1965;4.952
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;1965;0.8975105263
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;1965;516.99449703
Canada;-0.0519033188208;-0.0416143063154;0.0050045363605;1966;15.172
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;1966;1.88
Chile;0.122766024151;0.102452435823;0.00220625312068;1966;1.2
Colombia;-0.139721787745;0.147885505613;0.00122847594321;1966;2.014
Peru;0.0;-0.0127700470694;0.00021772585751;1966;0.0455204226929
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;1966;4.85533932841
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;1966;4.1913
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;1966;2.103
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;1966;0.604
USSR;;;;1966;308.273348858
Iran;0.0425008436721;0.00500493953075;0.000458321737824;1966;0.232
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1966;0.274
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1966;18.0042036878
India;0.0359940327055;0.0649945458839;0.110383033752;1966;35.4613380282
Indonesia;0.222283462094;0.0769875959617;0.016800256446;1966;0.158
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1966;51.91512
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;1966;1.6
Philippines;0.159749946241;0.0972792308786;0.00361778982915;1966;0.041994
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;1966;11.5716670612
Peru;0.0;-0.0127700470694;0.00021772585751;1967;0.0512617372439
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;1967;3.792
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;1967;7.76249164039
Romania;-0.0888050668129;-0.0388247956456;0.00144800066482;1967;5.202939135
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;1967;5.89622440054
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;1967;104.371
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;1967;10.045661519
Kuwait;0.0;0;0.0;1967;0.0
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1967;0.422
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;1967;1.461
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1967;1.118
Singapore;-0.065387810146;0.473898039981;0.000102054436866;1967;0.003
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;1967;866.56667823
Mexico;-0.229082575174;0.010178880839;0.00262972107157;1968;0.946379096207
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;1968;1.912
Trinidad & Tobago;0.0;0;0.0;1968;0.0
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;1968;7.294
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;1968;4.631
Norway;-0.00086963598565;0.0126859125;0.000219928144361;1968;0.751051
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;1968;0.0
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;1968;0.0
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1968;58.68057
Pakistan;0.151433659622;0.0220729595435;0.0014435298508;1968;1.231
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;1968;1.1464
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;1968;531.832677193
US;-0.0877264090609;-0.0375393468003;0.0960426032543;1969;312.009559603
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;1969;0.875198464912
Colombia;-0.139721787745;0.147885505613;0.00122847594321;1969;2.149
Trinidad & Tobago;0.0;0;0.0;1969;0.0
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;1969;0.024
Bulgaria;-0.134507934609;-0.00407387860215;0.00153927190695;1969;7.333
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;1969;2.247468
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;1969;2.197
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;1969;9.093
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;1969;0.51
USSR;;;;1969;316.216610538
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;1969;10.583162552
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;1969;0.0
United Arab Emirates;0.0;0.241399267969;0.000339632824762;1969;0.0
India;0.0359940327055;0.0649945458839;0.110383033752;1969;39.625211268
Japan;-0.002306025827;0.0050145403181;0.0321379899979;1969;62.68123
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;1969;1.41
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;1969;1.221821053
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;1969;14.8833364981
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;1969;897.625565383
US;-0.0877264090609;-0.0375393468003;0.0960426032543;1970;309.060906803
Brazil;-0.0679750843541;0.0312695931968;0.00442626001313;1970;2.437213724
Other S. & Cent. America;0.0537230985371;0.0485860446224;0.000906767207198;1970;0.0692959526502
Belgium;-0.066869925922;-0.0473792954884;0.000798066786956;1970;16.2626391
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;1970;2.27371739754
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;1970;9.241
Norway;-0.00086963598565;0.0126859125;0.000219928144361;1970;0.854724
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;1970;70.18
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;1970;1.90285
Switzerland;0.0;-0.0109550435376;3.47185668943e-05;1970;0.652526989586
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;1970;96.024
Kuwait;0.0;0;0.0;1970;0.0
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;1970;0.0
Other Middle East;-0.000120618275404;0.132428254935;0.000127602324937;1970;0.00716499856854
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;1970;3.7677949205
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;1970;19.9221362377
Thailand;0.0067467987884;0.0425209701636;0.00475338706747;1970;0.145
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;1970;884.419466862
European Union #;-0.0894687011092;-0.0190480330175;0.0638895332813;1970;477.767240155
CIS;-0.00905838030843;-0.00154917800911;0.0422996133566;1970;0.0
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;1971;1.4375
Finland;0.0795318897561;-0.0223017417173;0.00109810277354;1971;2.01583548295
Poland;5.38485991628e-05;-0.0123617498132;0.0130780525506;1971;71.837
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;1971;0.432
Turkey;0.103344489277;0.0460004512544;0.0102988220751;1971;4.76
USSR;;;;1971;318.46991521
Israel;-0.1549140116;-0.0161397093241;0.00153206894174;1971;0.0
Kuwait;0.0;0;0.0;1971;0.0
Bangladesh;0.16973782862;0.0372093529425;0.000217760622036;1971;0.0
Venezuela;-0.664134585658;0.183669077472;1.81387804332e-05;1991;0.0
Turkey;0.103344489277;0.0460004512544;0.0102988220751;1991;17.133
United Kingdom;-0.524534792086;-0.0474654354249;0.00294025079347;1991;65.055
Saudi Arabia;0.0;0.135340046564;2.67447830993e-05;1991;0.0
United Arab Emirates;0.0;0.241399267969;0.000339632824762;1991;0.0
Egypt;0.0429787084275;-0.0700429893744;0.000115330782137;1991;0.781311
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;1991;5.82707659547
France;-0.010844501586;-0.0460232119106;0.0022281666752;2001;12.39792
Netherlands;-0.0697936299088;0.0312171396339;0.00275197695009;2001;8.26406802331
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;2001;3.174463
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;2001;4.4333
Sweden;0.0600906335947;-0.021451470504;0.000602819782216;2001;2.7586
Kuwait;0.0;0;0.0;2001;0.0
Other Middle East;-0.000120618275404;0.132428254935;0.000127602324937;2001;0.135635668521
South Africa;0.0182933628412;0.00412582185975;0.0228048674762;2001;74.8984385992
Australia;-0.00908257619881;-0.0158819736564;0.0117381028831;2001;47.4516610037
India;0.0359940327055;0.0649945458839;0.110383033752;2001;165.75453443
Indonesia;0.222283462094;0.0769875959617;0.016800256446;2001;16.7132906737
New Zealand;-0.154070465658;-0.0453779017436;0.000326689070789;2001;1.39840679206
Singapore;-0.065387810146;0.473898039981;0.000102054436866;2001;0.0
Other Asia Pacific;0.212825766898;-0.022657957517;0.00551216769964;2001;20.0141449187
Canada;-0.0519033188208;-0.0416143063154;0.0050045363605;2002;31.9923330467
Trinidad & Tobago;0.0;0;0.0;2002;0.0
Austria;-0.0229010467692;-0.0208387149297;0.00085092196241;2002;3.83276582213
Belgium;-0.066869925922;-0.0473792954884;0.000798066786956;2002;6.4045
Czech Republic;0.0165334328673;-0.0197850728486;0.00452848523855;2002;20.7916
Germany;-0.0432336300245;-0.00352138073054;0.0201726295054;2002;85.7393650521
Ireland;-0.00706820233222;-0.0198977354988;0.000583056593314;2002;2.63727580396
Other Europe & Eurasia;-0.00143786643097;0.0107627201173;0.00616857595742;2002;19.9737401222
Kuwait;0.0;0;0.0;2002;0.0
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;2002;7.64038154606
India;0.0359940327055;0.0649945458839;0.110383033752;2002;173.126065878
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;2002;49.095
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;2002;5.802552
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;2002;1381.98946454
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;2003;3.350634
Spain;-0.239115158165;-0.0396606255088;0.00279796472751;2003;20.129
Other Africa;-0.102652516039;0.0377747210266;0.00275093619712;2003;6.91164381782
South Korea;-0.0481076726431;0.0455108814411;0.0218606740236;2003;51.113
Vietnam;-0.0441651203042;0.0945160396416;0.00571485329419;2003;6.749176
of which: OECD;-0.0635863563909;-0.0185102837873;0.244727924466;2003;1159.5137526
Non-OECD;-0.000356874865061;0.0366586229346;0.755272090435;2003;1575.19024444
CIS;-0.00905838030843;-0.00154917800911;0.0422996133566;2003;171.59592913
US;-0.0877264090609;-0.0375393468003;0.0960426032543;2004;566.13859083
Argentina;-0.224635998086;0.0189168726476;0.000283281347947;2004;1.0742241
Colombia;-0.139721787745;0.147885505613;0.00122847594321;2004;2.1237073
Ecuador;0.0;0;0.0;2004;0.0
Denmark;0.20831210624;-0.0734968368781;0.000561123655643;2004;4.395
Germany;-0.0432336300245;-0.00352138073054;0.0201726295054;2004;84.9621678848
Greece;-0.167280140027;-0.0456366075609;0.00125438184477;2004;9.0911
Hungary;-0.0358968587907;-0.0245951449789;0.000612116360571;2004;3.3745
Portugal;-0.119111420987;-0.00231745571362;0.000771436549257;2004;3.314971
Slovakia;-0.0496902673913;-0.0252663961555;0.000836301769596;2004;4.5295
Switzerland;0.0;-0.0109550435376;3.47185668943e-05;2004;0.129454475972
